id_kursus,judul,link,link_gambar,penyelenggara,kategori,instruktor,level,rating,biaya,deskripsi,judul similiar
1,Marketing Introduction,https://myskill.id/course/marketing-introduction,https://image.myskill.id/elearning-poster/a63yCIKTjKsnrPHumHqv/thumbnail.png,Myskill,Digital Marketing,Ryan Dwana,Beginner ,4.66,Berbayar,Dalam materi ini kamu akan belajar secara dasar dalam melakukan penempatan btrand. Kamu juga akan diberi pemahaman betapa pentingnya penempatan brand kepada konsumen kamu untuk meningkatkan daya tarik pada brand kamu. Serta kamu juga akan mempelajari bagaimana cara untuk membuat penempatan brand yang kuat dalam memastikan efektivitas pasar.,"['Introduction to Digital Marketing', 'Branding Introduction', 'Content Marketing', 'Marketing Business Metrics', 'Introduction to FinTech']"
2,Branding Introduction,https://myskill.id/course/branding-introduction,https://image.myskill.id/elearning-poster/H9iOsPbDNyJTn6aU8tK8/thumbnail.png,Myskill,Digital Marketing,Ryan Dwana,Beginner ,4.61,Berbayar,"Dalam materi ini kamu akan mempelajari prinsip-prinsip dasar untuk melakukan branding suatu produk yang kamu miliki. Kamu juga akan diberi pemahaman tentang pentingnya sebuah merek melalui komponen-komponen dari Brand Equity agar bisa kamu aplikasikan pada produk yang kamu miliki. Selain itu, kamu juga akan mempelajari cara untuk mengembangkan brand produk melalui pendekatan fisik dan mental sehingga dapat meningkatkan efektivitas strategi pemasaran yang kamu lakukan.","['Brand Positioning Introduction', 'Marketing Introduction', 'Brand Identity Design', 'Introduction to Typography', 'Introduction To Graphic Design']"
3,Brand Positioning Introduction,https://myskill.id/course/brand-positioning-introduction,https://image.myskill.id/elearning-poster/nejKrWNrDqUJuu1VJQSN/thumbnail.png,Myskill,Digital Marketing,Ryan Dwana,Beginner ,4.6,Berbayar,"Dalam materi ini, kamu akan mempelajari konsep dasar dalam pemasaran dan berbagai unsur yang terkait. Selanjutnya, kamu juga mempelajari tentang Marketing Mix, Analisis SWOT, 4C Diamond, dan juga merancang startegi suatu pemasaran secara lebih mendalam","['Branding Introduction', 'Marketing Introduction', 'Brand Guideline Design', 'Brand Identity Design', 'Introduction to Typography']"
4,Finding the Brand Benefit,https://myskill.id/course/finding-brand-benefit,https://image.myskill.id/elearning-poster/DF2V4M1iuHTicMs5utT4/thumbnail.png,Myskill,Digital Marketing,Ryan Dwana,Beginner ,4.61,Berbayar,"Dalam materi kali ini, kamu akan mempelajari tentang cara menilai dan mengevaluasi marketing materials yang menjadi ujung tombak dari komunikasi pemasaran. Hal ini untuk memastikan bahwa konten dan material yang disampaikan kepada audiens bisa dipahami dan mendukung tujuan dari pemasaran.","['Brand Identity Design', 'Designing Brand Identity', 'Brand Positioning Introduction', 'Brand Guideline Design', 'Branding Introduction']"
5,Consumer & Audience Insight,https://myskill.id/course/consumer-audience-insight,https://image.myskill.id/elearning-poster/RVztzLfcDHdQorCm2N2j/thumbnail.png,Myskill,Digital Marketing,Ryan Dwana,Beginner ,4.6,Berbayar,"Materi kali ini akan membahas mengenai ""Creative Brief and Briefing Process"" seperti prinsip pada creative brief hingga guideline dalam creative brief.","['Public Speaking', 'Behavioral Economics andPublic Policy', 'Academic and BusinessWriting', 'Market Research & Objective', 'Pemasaran Media Sosial: Strategi dan Pengoptimalan']"
6,Content Marketing,https://myskill.id/course/content-marketing,https://image.myskill.id/elearning-poster/pk2pWwkhyKunebhiEdRD/thumbnail.png,Myskill,Digital Marketing,Ryan Dwana,Beginner ,4.64,Berbayar,Mempelajari dasar-dasar dalam membuat media pemasaran dan kampanye media sosial. Kamu akan diperkenalkan dengan berbagai macam kampanye media sosial untuk meningkatkan pemasaran. Kamu akan mempelajari cara menentukan metode kampanye yang cocok untuk produk yang kamu miliki sehingga ketertarikan konsumen dapat meningkat.,"['Paid Content Marketing', 'The Strategy of Content Marketing', 'Dasar-Dasar Pemasaran Digital', 'Dasar-Dasar Pemasaran Media Sosial', 'Introduction to Digital Marketing']"
7,Campaign & Media Planning,https://myskill.id/course/campaign-planning,https://image.myskill.id/elearning-poster/acDJJHZxsC8mtGVn9isQ/thumbnail.png,Myskill,Digital Marketing,Ryan Dwana,Beginner ,4.62,Berbayar,Kamu akan mempelajari beberapa hal penting terkait content marketing pada materi kali ini. Mulai dari prinsip pada content markeiting hingga strategi-strategi yang dapat dilakukan untuk memaksimalkan content marketing,"['Funnelling & Media Planning', 'Creating Campaign Planning', 'Preparing Your Career as Campaign Planner', 'Campaign Monitoring & Optimization', 'Brand Campaign Touchpoints']"
8,Creative Brief and Briefing Process,https://myskill.id/course/creative-brief-and-briefing-process,https://image.myskill.id/elearning-poster/EWzXHkVBtZbXIuONDVyD/thumbnail.png,Myskill,Digital Marketing,Ryan Dwana,Beginner ,4.63,Berbayar,"Di materi ini, kamu akan mempelajari persona yang dimiliki oleh konsumen untuk membuat strategi pemasaran. Kemudian dilanjut dengan strategi untuk memahami kebutuhan dan keinginan konsumen. Sehingga, kamu dapat mengerti kebutuhan konsumen dan memasarkan brand dengan tepat.","['Creative Brief', 'Tips dan Trik Visualisasi Data', 'Creativity and Creative Block', 'Academic and BusinessWriting', 'Introduction to PersonalFinancial Planning']"
9,Assessing Marketing Materials,https://myskill.id/course/assessing-marketing-materials,https://image.myskill.id/elearning-poster/xVRkLvcWQoZmHduroXyN/thumbnail.png,Myskill,Digital Marketing,Ryan Dwana,Beginner ,4.61,Berbayar,Mempelajari cara menemukan keuntungan produk bagi calon konsumen. Kamu akan mempelajari pola pikir konsumen dalam menentukan dan memilih brand berdasarkan keuntungan yang diperoleh. Dengan mempelajari hal ini Kamu dapat memetakan keuntungan produk yang kamu miliki untuk meningkatkan efisiensi pemasaran yang Kamu lakukan.,"['Content Marketing', 'Paid Content Marketing', 'Marketing Business Metrics', 'Marketing Analytics: Experiment & Evaluation', 'Marketing Introduction']"
10,Creating Integrated Marketing Plan,https://myskill.id/course/integrated-marketing-plan,https://image.myskill.id/elearning-poster/nTVd1qxsZ7QeTYv2zuFN/thumbnail.png,Myskill,Digital Marketing,Ryan Dwana,Beginner ,4.61,Berbayar,Mempelajari dasar dalam melakukan penempatan brand. Kamu akan mempelajari pentingnya penempatan brand kepada konsumen kamu untuk meningkatkan ketertarikan terhadap brand kamu. Kamu juga akan mempelajari cara untuk membuat penempatan brand yang kuat untuk memastikan efektivitas pemasaran.,"['Creating Campaign Planning', 'Marketing Introduction', 'Marketing Business Metrics', 'Strategi Memulai Digital Marketing dari Awal', 'Dasar-Dasar Pemasaran Digital']"
11,Brand & Creative Strategy,https://myskill.id/course/creating-brand-positioning,https://image.myskill.id/elearning-poster/bv8I0ebFyeXSewQvlneE/thumbnail.png,Myskill,Digital Marketing,Ryan Dwana,Beginner ,4.65,Berbayar,Mempelajari dasar-dasar dalam melakukan branding produk yang kamu punya. Kamu akan dibuat untuk memahami nilai sebuah brand melalui elemen-elemen dari Brand Equity agar dapat diterapkan kepada produk kamu. Kamu akan mempelajari cara untuk mengembangkan brand produk melalui pendekatan fisik dan mental sehingga dapat meningkatkan efektivitas pemasaran yang kamu lakukan.,"['Brand Identity Design', 'Brand Guideline Design', 'Designing Brand Identity', 'Brand Campaign Touchpoints', 'The Strategy of Content Marketing']"
12,Brand Campaign Touchpoints,https://myskill.id/course/brand-campaign-touchpoints,https://image.myskill.id/elearning-poster/MjKrrqOdP5XlQOtuepGu/thumbnail.png,Myskill,Digital Marketing,Ryan Dwana,Beginner ,4.7,Berbayar,Dalam materi ini kamu akan mempelajari dasar pengetahuan mengenai Marketing dan analisa unsur yang mempengaruhinya. Kamu akan mempelajari mengenai mengenai dasar-dasar Marketing Mix dan cara memulai marketing sehingga dapat membantu kamu dalam melakukan eksekusi marketing yang dapat menghasilkan keuntungan. Kemudian kamu akan mempelajari unsur-unsur yang mempengaruhi Marketing dan analisa SWOT sehingga kamu dapat meningkatkan efektifitas pemasaran Anda.,"['Brand & Creative Strategy', 'Campaign Fundamentals', 'Branding Introduction', 'Campaign & Media Planning', 'Creating Campaign Planning']"
13,Campaign Fundamentals,https://myskill.id/course/campaign-fundamentals,https://image.myskill.id/elearning-poster/9VmLYz2ueLVncsHlUfc1/thumbnail.png,Myskill,Digital Marketing,Azka Zakiyyatuddin,Beginner ,4.7,Berbayar,"Pada mater ini, akan disajikan informasi-informasi dasar dari campaign. Mulai dari perkenalan campaign, tipe-tipe dari campaign, hingga campaign framework.","['Media Fundamentals', 'Brand Campaign Touchpoints', 'Creating Campaign Planning', 'Campaign & Media Planning', 'Campaign Monitoring & Optimization']
"
14,Market Research & Objective,https://myskill.id/course/market-research-and-objective,https://image.myskill.id/elearning-poster/VoxIsJbIb2AdcDJWHVUt/thumbnail.png,Myskill,Digital Marketing,Azka Zakiyyatuddin,Beginner ,4.65,Berbayar,Materi ini akan menjelaskan mengenai marketing research dan marketing objective untuk membuat strategi marketing yang tepat.,"['Target Market Mapping', 'Financial Market Analysis', 'Marketing Analytics: Experiment & Evaluation', 'Marketing Business Metrics', 'Marketing Introduction']
"
15,Target Market Mapping,https://myskill.id/course/target-market-mapping,https://image.myskill.id/elearning-poster/GHB4Yql3l40jclcYU4NA/thumbnail.png,Myskill,Digital Marketing,Azka Zakiyyatuddin,Beginner ,4.68,Berbayar,"Dalam suatu bisnis, 'consumer is the hero'. Maka dari itu, materi ini akan menjelaskan mengenai audience segmentation, behaviour, dan pain point agar marketer dapat membangun target market yang sesuai.","['Market Research & Objective', 'Creating Integrated Marketing Plan', 'Marketing Business Metrics', 'Financial Market Analysis', 'Marketing Analytics: Experiment & Evaluation']"
16,How to Ideate: Creative Strategy/Brief,https://myskill.id/course/ideate-creative-strategy-brief,https://image.myskill.id/elearning-poster/wRRRgyMQDel4yZwDDiuV/thumbnail.png,Myskill,Digital Marketing,Azka Zakiyyatuddin,Beginner ,4.6,Berbayar,"Di era digital ini, sangat sering terjadi adanya tren. Materi ini akan menyajikan pemahaman mengenai tren lebih jauh dan langkah-langkah agar suatu brand dapat 'ride the wave' menggunakan cara yang tetap relevan dengan brand yang kita miliki.","['Creativity and Creative Block', 'Creative Brief', 'Academic English: How toWrite an Essay', ""Graphic Design for Entrepreneurs...Who Can't Draw"", 'Creating Integrated Marketing Plan']"
17,Media Fundamentals,https://myskill.id/course/media-fundamentals,https://image.myskill.id/elearning-poster/e170BjG7Z7tVIyWt6Bfl/thumbnail.png,Myskill,Digital Marketing,Azka Zakiyyatuddin,Beginner ,4.61,Berbayar,"Media merupakan saluran komunikasi. Dalam materi ini, akan terdapat macam-macam bentuk dari media beserta penjelasannya.","['Campaign Fundamentals', 'Funnelling & Media Planning', 'Fundamentals of Graphic Design', 'Dasar-Dasar Keuangan', 'Business Communications- The Basics']"
18,Paid Content Marketing,https://myskill.id/course/paid-content-marketing,https://image.myskill.id/elearning-poster/nyaiNFzcEHgailXhEWin/thumbnail.png,Myskill,Digital Marketing,Azka Zakiyyatuddin,Beginner ,4.54,Berbayar,"Materi ini akan menyajikan penjelasan mengenai content marketing. Selain itu, kita juga akan belajar cara mengembangkan konten yang sesuai dan membangun content strategy yang efektif.","['Content Marketing', 'Dasar-Dasar Pemasaran Digital', 'Introduction to Digital Marketing', 'Dasar-Dasar Pemasaran Media Sosial', 'Pemasaran: Naskah Iklan untuk Media Sosial']"
19,Funnelling & Media Planning,https://myskill.id/course/funnelling-and-media-planning,https://image.myskill.id/elearning-poster/tHZsLbU24E1v6hZaLLki/thumbnail.png,Myskill,Digital Marketing,Azka Zakiyyatuddin,Beginner ,4.55,Berbayar,"Melalui materi ini, kita akan belajar mengenai dasar-dasar funnelling beserta kegunaannya. Lebih lanjut, kita juga akan mengetahui media mana yang paling baik untuk melakukan funnelling. Di akhir materi, akan dijelaskan cara-cara merancang media untuk menjawab funnel dengan tepat.","['Campaign & Media Planning', 'Creating Campaign Planning', 'Media Fundamentals', 'Preparing Your Career as Campaign Planner', 'MacroeconometricForecasting']"
20,Inspiration: Success & Award Winning Campaigns,https://myskill.id/course/inspiration-success-and-award-winning-campaigns,https://image.myskill.id/elearning-poster/4J6QjOhkp4di25Rr2FRU/thumbnail.png,Myskill,Digital Marketing,Azka Zakiyyatuddin,Beginner ,4.59,Berbayar,"Campaign merupakan salah satu strategi marketing yang dapat kita temui di sekitar. Materi ini akan mengelaborasi berbagai campaign yang telah sukses dilakukan oleh beberapa perusahaan. Selain itu, di akhir sesi kita akan mampu mengetahui cara untuk merancang campaign UMKM maupun campaign korporat dengan sukses.","['Creating Campaign Planning', 'Campaign & Media Planning', 'Campaign Fundamentals', 'Brand & Creative Strategy', 'Brand Campaign Touchpoints']"
21,Marketing Analytics: Experiment & Evaluation,https://myskill.id/course/marketing-analytics-experiment-and-evaluation,https://image.myskill.id/elearning-poster/DZGRqfKhbmVaFUvhYrWe/thumbnail.png,Myskill,Digital Marketing,Azka Zakiyyatuddin,Beginner ,4.54,Berbayar,"Marketing Experiments adalah riset yang bertujuan untuk mencari tahu strategi marketing baru atau memvalidasi strategi yang sudah ada. Di materi ini, kita akan mempelajari pentingnya marketing experimenr dan cara melakukannya. Lebih lanjut, kita juga akan belajar mengenai komponen dan sample marketing experiments.","['Marketing Business Metrics', 'Assessing Marketing Materials', 'Dasar-Dasar Pemasaran Digital', 'Digital Marketing Course | Digital Marketing Tutorial', 'Paid Content Marketing']"
22,Creating Campaign Planning,https://myskill.id/course/creating-campaign-planning,https://image.myskill.id/elearning-poster/XnMhpsMVzuEcmdlku3H6/thumbnail.png,Myskill,Digital Marketing,Azka Zakiyyatuddin,Beginner ,4.66,Berbayar,"Setelah memahami mengenai campaign, kali ini kita akan bersama-sama membuat rancangan campaign untuk brand tertentu. Kita akan belajar mulai dari menentukan target audiens hingga membuat KPI dan budgetnya.","['Campaign & Media Planning', 'Preparing Your Career as Campaign Planner', 'Creating Integrated Marketing Plan', 'Funnelling & Media Planning', 'Campaign Fundamentals']"
23,Campaign Monitoring & Optimization,https://myskill.id/course/campaign-monitoring-and-optimization,https://image.myskill.id/elearning-poster/7w1DR1RUSW2p3SDRMqao/thumbnail.png,Myskill,Digital Marketing,Azka Zakiyyatuddin,Beginner ,4.45,Berbayar,"Setelah mempelajari cara merancang suatu campaign, kita akan belajar bagaimana memonitor dan memaksimalkan campaign yang telah dilakukan dengan menggunakan A/B testing, analisa lebih lanjut, dan lain sebagainya. Selain itu, kita juga akan belajar cara membuat lerning and reommendations untuk campaign di masa yang akan datang.","['Campaign & Media Planning', 'Creating Campaign Planning', 'Pemasaran Media Sosial: Strategi dan Pengoptimalan', 'Campaign Fundamentals', 'Digital Platforms inPerformance']"
24,Preparing Your Career as Campaign Planner,https://myskill.id/course/preparing-career-as-campaign-planner,https://image.myskill.id/elearning-poster/vQUgipwmgLdP23fHRnsP/thumbnail.png,Myskill,Digital Marketing,Azka Zakiyyatuddin,Beginner ,4.6,Berbayar,"Materi ini berisi tentang cara mempersiapkan diri untuk menjadi seorang campaign planner. Di akhir sesi, kita akan memahami skill-skill yang akan dibutuhkan disertai dengan tips dan trik membuat CV dan menaklukan interview.","['Creating Campaign Planning', 'Campaign & Media Planning', 'Funnelling & Media Planning', 'Strategi Memulai Digital Marketing dari Awal', 'Introduction to PersonalFinancial Planning']"
25,Strategi Memulai Digital Marketing dari Awal,https://www.udemy.com/course/pengantar-digital-marketing/,https://img-c.udemycdn.com/course/240x135/4274812_e461.jpg,Udemy,Digital Marketing,Sasana Digital,Beginner ,4.0,Gratis,Membangun Mindset Digital Marketing Sebagai PemulaMempelajari Platform yang digunakan dalam Digital MarketingMengetahui Cara Optimasi Digital MarketingMengetahui Cara Digital Marketing yang paling tepat untuk Bisnis atau Karir Anda,"['Digital Marketing Course | Digital Marketing Tutorial', 'Basic Digital Marketing untuk Pemula', 'Complete Introduction into Digital Marketing for Beginners', 'Marketing for Entrepreneurs in 2022: Learn Digital Marketing', 'Digital Marketing Course for Beginners']"
26,Digital Performance Marketing: Tips Memulai Beriklan Online,https://www.udemy.com/course/digital-performance-marketing-belajar-beriklan-online/,https://img-b.udemycdn.com/course/240x135/4508568_0c09_5.jpg,Udemy,Digital Marketing,Petrus Andre,Beginner ,4.8,Gratis,"Memahami fitur-fitur Meta Business Suite dan Google Ads dashboardMengetahui cara membuat iklan di Facebook, Google, dan InstagramTahu jenis-jenis iklan yang ada di Facebook dan Google AdsMengerti konsep conversion tracking di Facebook dan Google AdsDapat menganalisa dan mengoptimalkan iklan di Facebook dan Google","['Digital Marketing Course | Digital Marketing Tutorial', 'Strategi Memulai Digital Marketing dari Awal', 'Complete Introduction into Digital Marketing for Beginners', 'Basic Digital Marketing untuk Pemula', 'Digital Marketing Course for Beginners']"
27,Digital Marketing Essentials Masterclass,https://www.udemy.com/course/digital-marketing-101-complete-digital-marketing-course/,https://img-c.udemycdn.com/course/240x135/4157784_e5ac_2.jpg,Udemy,Digital Marketing,IIDE - The Digital School,Beginner ,4.4,Gratis,"What is Digital Marketing and why it’s important for 2021Various components of Digital Marketing and their scopeFundamentals of SEM or Paid Advertising on GoogleFundamentals of Search Engine Optimization (SEO)Promoting websites by increasing their visibility in search engine results pages,What keywords are, why they play a major role in PPC advertising, and how to use them,Tools for keyword research and planning,SEO essentials along with tools to find what your target audience is looking for onlineBasics of Social Media Marketing through Facebook and Instagram AdsStep by step approach to running Facebook or Instagram AdsThe purpose and significance of RemarketingOther components of Digital Marketing like Email, SMS, Influencer and ORM Marketing","['Dasar-Dasar Pemasaran Digital', 'Digital Marketing Course | Digital Marketing Tutorial', 'Basic Digital Marketing untuk Pemula', 'Digital Marketing Course for Beginners', 'Kursus Digital Marketing untuk Pemula']"
28,Digital Marketing for Beginners 2023,https://www.udemy.com/course/digital-marketing-for-beginners-by-hafis/,https://img-c.udemycdn.com/course/240x135/5422516_c60f.jpg,Udemy,Digital Marketing,Mohamed Hafis,Beginner ,3.7,Gratis,What is Digital MarketingBasics of Digital MarketingSocial Media in Digital MarketingHow to Get a Digital Marketing JobEmail Marketing in Digital MarketingContent Marketing in Digital MarketingAnalytics and Tools in Digital MarketingInfluencer Marketing in Digital MarketingSearch Engine Optimization in Digital MarketingOnline Reputation and Management in Digital Marketing,"['Digital Marketing Course for Beginners', 'Basic Digital Marketing untuk Pemula', 'Kursus Digital Marketing untuk Pemula', 'Complete Introduction into Digital Marketing for Beginners', 'Digital Marketing Course | Digital Marketing Tutorial']"
29,Digital Marketing Course | Digital Marketing Tutorial,https://www.udemy.com/course/digital-marketingcourse/,https://img-b.udemycdn.com/course/240x135/4126732_126f_4.jpg,Udemy,Digital Marketing,Dopinger SEO Agency,Beginner ,4.6,Gratis,How to start a digital marketing agencyHow to do digital marketingWhat is seo in digital marketingWhy digital marketingHow to digital marketingHow to learn digital marketingWhat is digital marketingWhat is digital marketing strategy,"['Digital Marketing Course for Beginners', 'Kursus Digital Marketing untuk Pemula', 'Dasar-Dasar Pemasaran Digital', 'Basic Digital Marketing untuk Pemula', 'Digital Marketing FAQs - Common Digital Marketing Questions']
"
30,Media Sosial dan Mobile Marketing,https://www.udemy.com/course/media-sosial-dan-mobile-marketing/,https://img-c.udemycdn.com/course/240x135/4490376_d50a.jpg,Udemy,Digital Marketing,UMN Digital Learning,Beginner ,4.7,Gratis,Memahami berbagai tipe dan karakteristik social media dan mobile marketingMemahami tren komunikasi pemasaran brand/perusahaan melalui media sosial dan pemasaran mobileMemahami pelanggaran etika dan hukum di pemasaran media sosiaMampu melakukan perencanaan pemasaran media sosial,"['Dasar-Dasar Pemasaran Media Sosial', 'Pemasaran Media Sosial: Strategi dan Pengoptimalan', 'Social Media Marketing untuk Pemula', 'Pemasaran: Naskah Iklan untuk Media Sosial', 'KOL Management untuk Sosial Media Marketing']"
31,Concepts of Digital Marketing: Beginner to Pro in 2 hrs-2023,https://www.udemy.com/course/concepts-of-digital-marketing-beginner-to-pro-in-3-hrs/,https://img-c.udemycdn.com/course/240x135/5211610_3551_5.jpg,Udemy,Digital Marketing,Programming Hub,Beginner ,3.8,Gratis,Understanding Digital Marketing BasicsDeveloping a Digital marketing strategyLearn to Implement and Measure Digital Marketing Tactics with PrecisionStaying up-to-date with Digital Marketing trends,"['Basic Digital Marketing untuk Pemula', 'Digital Marketing Course for Beginners', 'Kursus Digital Marketing untuk Pemula', 'Digital Marketing Course | Digital Marketing Tutorial', 'Complete Introduction into Digital Marketing for Beginners']"
32,Merancang dan Mengkreasikan Iklan Dengan Semiotika Visual,https://www.udemy.com/course/merancang-dan-mengkreasikan-iklan-dengan-semiotika-visual/,https://img-b.udemycdn.com/course/240x135/2799486_e6bc_2.jpg,Udemy,Digital Marketing,UMN Digital Learning,Beginner ,4.8,Gratis,Creating Visual  SemioticIconSymbolIndexAnalogy & Metaphor,"['Graphic design: Designing 4 Advertisements in a series!', 'Professional Advertising & Graphic Design [Mascot/Logo]', 'Ideas from the History of Graphic Design', 'Graphic Elements of Design: Color Theory and Image Formats', 'Email marketing: diseño ygestión de campañas']"
33,Digital Marketing for Plumbers | Plumbing Marketing 2023,https://www.udemy.com/course/plumbing-marketing/,https://img-b.udemycdn.com/course/240x135/5301556_1e0e_2.jpg,Udemy,Digital Marketing,Ads Managed,Beginner ,4.6,Gratis,"Master Plumbing Marketing!Learn the Best Plumber Marketing Strategies!Master Plumbing Google Ads, SEO, and Facebook Ads!Learn the Best Plumbing Marketing Tips!","['Marketing for Entrepreneurs in 2022: Learn Digital Marketing', 'Digital Marketing Course | Digital Marketing Tutorial', 'Pemasaran: Naskah Iklan untuk Media Sosial', 'Digital Marketing for Beginners 2023', 'Introduction to Digital Marketing']"
34,Complete Introduction into Digital Marketing for Beginners,https://www.udemy.com/course/digital-marketing-2023/,https://img-c.udemycdn.com/course/240x135/4766882_a6df_4.jpg,Udemy,Digital Marketing,Ing. Tomas Moravek,Beginner ,4.6,Gratis,"Enjoy the Complete Introduction into Digital Marketing, Social Media, & SEO for Beginners. HQ Voice Over. Animated Explainers Making Learning Easy & Fun.Learn the Essentials about Product Marketing, Affiliate Marketing, Growth Hacking, YouTube Marketing, Facebook Marketing, Instagram Marketing & More.Learn the Process of Search Engine Optimisation. Start with Keywords Research. Continue with Content Creation. Accomplishing with Link Building Campaign.Understand Why you Do Not Need Any Coding Skills to Create and Optimise your Website. Learn the Fundamentals about Google Analytics & Google Tag Manager.","['Basic Digital Marketing untuk Pemula', 'Digital Marketing Course for Beginners', 'Digital Marketing for Beginners 2023', 'Kursus Digital Marketing untuk Pemula', 'Introduction to Digital Marketing']"
35,Marketing for Entrepreneurs in 2022: Learn Digital Marketing,https://www.udemy.com/course/entrepreneur-marketing/,https://img-b.udemycdn.com/course/240x135/3181450_4928_3.jpg,Udemy,Digital Marketing,Taylor Ryan,Beginner ,4.1,Gratis,Digital MarketingGrowth-HackingEntrepreneurial MarketingEverything an Entrepreneur Needs to Know About MarketingContentPRPublic RelationsSEOSearch Engine OptimizationSEMSearch Engine MonitoringSoMeSocial MediaEmail MarketingWebsite DesignCROContract Research OrganizationUXUser ExperienceAutomationOnboardingHRHuman ResourcesVisual IdentityBrandingLogoTrackingUser AquesitionGrowth HackingKPIAB TestingCRMIntegrationAmplificationSignupsConversionDomainHostingColor TheoryScalingTone-of-voice,"['Digital Marketing Course | Digital Marketing Tutorial', 'Digital Marketing for Beginners 2023', 'Digital Marketing Course for Beginners', 'Digital Marketing FAQs - Common Digital Marketing Questions', 'Dasar-Dasar Pemasaran Digital']"
36,Pengantar Analisis Merek Digital untuk Pemula,https://www.udemy.com/course/digital-brand-analysis/,https://img-c.udemycdn.com/course/240x135/3712394_510f.jpg,Udemy,Digital Marketing,Bina Nusantara University,Beginner ,4.4,Gratis,Student akan belajar hal-hal mendasar yang perlu diketahui tentang analisis merek digitalMengidentifikasikan proses dasar untuk menganalisa merek pada media digitalMenjelaskan komponen-komponen pada analisis merek pada media onlineMembuat rencana analisis merek pada media digital,"['Complete Introduction into Digital Marketing for Beginners', 'Basic Digital Marketing untuk Pemula', 'Digital Marketing Course for Beginners', 'Kursus Digital Marketing untuk Pemula', 'Introduction to Digital Marketing']"
37,Digital Marketing FAQs - Common Digital Marketing Questions,https://www.udemy.com/course/digital-marketing-faqs-common-digital-marketing-questions/,https://img-c.udemycdn.com/course/240x135/2180486_e166_3.jpg,Udemy,Digital Marketing,Ben Silverstein,Beginner ,4.5,Gratis,Do people spend more time on digital or traditional media?What is programmatic advertising?What is the difference between an Ad Network/DSP/SSP?Which brands spend the most on digital advertising and how do they allocate their budget?Why do I keep seeing ads for a specific company/brand?Is advertising for businesses in magazines dead?Are advertising firms salivating over the possibility of inserting ads into augmented reality?What is the “open exchange?”How can I optimize campaigns?,"['Digital Marketing Course | Digital Marketing Tutorial', 'Dasar-Dasar Pemasaran Digital', 'Digital Marketing Essentials Masterclass', 'Basic Digital Marketing untuk Pemula', 'Digital Marketing for Beginners 2023']"
38,The A-Z Digital Marketing Course - Everything Under 30min!,https://www.udemy.com/course/digital-marketing-course-by-digital-label/,https://img-c.udemycdn.com/course/240x135/5064058_5aea_2.jpg,Udemy,Digital Marketing,Bogdan Butulija,Beginner ,4.1,Gratis,"Introduction to Digital Marketing - Definition and scope of digital marketing, Importance of digital marketing for businessesWhat is SEO and why it is important - Keyword research and on-page optimization, Off-page optimization and link buildingPay-Per-Click Advertising (PPC) - Introduction to PPC and different platforms (e.g. Google Ads), Setting up a PPC campaign, Keyword research and ad copywritingSocial Media Marketing - Introduction to social media marketing and different platforms, Setting up and optimizing business profiles on social mediaContent Marketing - Definition and importance of content marketing, Types of content and their role in the marketing funnelEmail Marketing - Introduction to email marketing and best practices, Building and segmenting an email list, Crafting effective email campaignsMobile Marketing - Introduction to mobile marketing and its importance, Mobile-friendly websites and apps, SMS and push notificationsOnline Reputation Management - Importance of managing online reputation, Monitoring and responding to online reviews and ratingsAdvanced Digital Marketing Strategies - Influencer marketing, Affiliate marketing, Retargeting and personalizationVideo Marketing - Best form of videos for marketing, Which type of content to useTop Social Media Platforms for Advertisements - Types of ads available (sponsored posts, sponsored events, targeted ads)","['Digital Marketing Essentials Masterclass', 'Digital Marketing Course | Digital Marketing Tutorial', 'Digital Marketing FAQs - Common Digital Marketing Questions', 'Digital Marketing Masterclass in 2 Hours', 'AI & ChatGPT Prompt for  Digital Marketing, Sales & Growth']"
39,Digital Marketing Course for Beginners,https://www.udemy.com/course/fundamentals-of-digital-marketing-online-course/,https://img-c.udemycdn.com/course/240x135/5458116_d081_4.jpg,Udemy,Digital Marketing,Board Infinity,Beginner ,4.4,Gratis,"Understand marketing basics - 4Ps(Product, Price, Place, Promotion), STP - and their application in the digital marketing realm.Compare and contrast traditional marketing with digital marketing, understanding the advantages of the latter and its impact on the marketing mix.Comprehend various types of digital marketing media, their uses, and how to effectively build a digital marketing funnel to convert prospects into customers.Gain proficiency in key online advertising channels including social media marketing, SEO/SEM, and email, content, and mobile marketing tactics.","['Kursus Digital Marketing untuk Pemula', 'Basic Digital Marketing untuk Pemula', 'Digital Marketing for Beginners 2023', 'Digital Marketing Course | Digital Marketing Tutorial', 'Complete Introduction into Digital Marketing for Beginners']"
