id_kursus,judul,link,link_gambar,penyelenggara,kategori,instruktor,level,rating,biaya,deskripsi,judul similiar
58,Business Analytics with Excel: Elementary to Advanced,https://www.coursera.org/learn/business-analytics-excel,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/66/e2793ae80742ccac9bdebe7f538a1c/excel-g9ac6b342d_1920.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Coursera,Data Science & Data Analysis,"Joseph W. Cutrone, PhD",,4.8,Gratis,"Seorang pemimpin di dunia yang digerakkan oleh data membutuhkan pengetahuan tentang metode yang berhubungan dengan data (statistik) dan model yang tepat untuk menggunakan data tersebut. Kelas Analisis Bisnis ini berfokus pada yang terakhir: memperkenalkan siswa pada kerangka kerja analitis yang digunakan untuk pengambilan keputusan melalui pemodelan Excel. Ini termasuk Optimasi Linier dan Integer, Analisis Keputusan, dan pemodelan Risiko. Untuk setiap metodologi, siswa pertama-tama akan diperkenalkan dengan mekanisme dasar, dan kemudian menerapkan metodologi tersebut ke masalah bisnis dunia nyata menggunakan Excel. ","['Belajar Excel: Analisis Data', 'Data Analysis with Excel and Power BI', 'From Excel to Power BI', 'Basics of Plotly for Data Analysis & Data Science', 'Data Analytics for Lean Six Sigma']"
59,Introduction to Statistics,https://www.coursera.org/learn/stanford-statistics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/19/554c8d156a477690c6f0b81733c11c/intoduction-to-statistics_XFDS112.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Coursera,Data Science & Data Analysis,Guenther Walther,,4.6,Gratis,"""Pengantar Statistik"" dari Stanford mengajarkan Anda konsep berpikir statistik yang penting untuk belajar dari data dan mengkomunikasikan wawasan. Pada akhir kursus, Anda akan dapat melakukan analisis data eksplorasi, memahami prinsip-prinsip utama pengambilan sampel, dan memilih uji signifikansi yang sesuai untuk berbagai konteks. Anda akan mendapatkan keterampilan dasar yang mempersiapkan Anda untuk mengejar topik-topik yang lebih maju dalam pemikiran statistik dan pembelajaran mesin. Topik-topiknya meliputi Statistik Deskriptif, Pengambilan Sampel dan Eksperimen Terkendali Secara Acak, Probabilitas, Distribusi Pengambilan Sampel dan Teorema Limit Sentral, Regresi, Uji Signifikansi Umum, Pengambilan Sampel Ulang, Perbandingan Berganda.","['Statistics Introduction', 'Statistics', 'Introduction to FinTech', 'Introduction to Data Preprocessing', 'Data Science Introduction']"
60,Understanding Clinical Research: Behind the Statistics,https://www.coursera.org/learn/clinical-research,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/07/5a36a04cc111e586af01effc971b23/course-image-resized.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Coursera,Data Science & Data Analysis,Juan H Klopper,,4.8,Gratis,"Jika Anda hanya tertarik untuk memahami literatur yang diterbitkan dengan benar atau jika Anda memulai melakukan penelitian sendiri, kursus ini adalah langkah pertama Anda. Kursus ini menawarkan jalan masuk yang mudah untuk menafsirkan konsep-konsep statistik yang umum tanpa harus masuk ke dalam rumus-rumus matematika yang rumit. Mampu menafsirkan dan memahami konsep-konsep ini adalah cara terbaik untuk memulai perjalanan Anda ke dunia literatur klinis. Di situlah kursus ini hadir - jadi mari kita mulai! Kursus ini gratis untuk didaftarkan dan diambil. Anda akan ditawari pilihan untuk membeli sertifikat kelulusan yang dapat Anda peroleh, jika Anda berhasil menyelesaikan persyaratan kursus. Ini bisa menjadi cara yang sangat baik untuk tetap termotivasi! Bantuan keuangan juga tersedia.","['Python and Statistics for Financial Analysis', 'Population Health: Responsible Data Analysis', 'Introduction to Statistics', 'Analisis Bisnis untuk Pemula : Metode Statistik', 'Statistics and data literacy for non-statisticians']"
61,Python and Statistics for Financial Analysis,https://www.coursera.org/learn/python-statistics-financial-analysis,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d0/a5ef80dc2011e89bcda9b89149e681/Capture.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Coursera,Data Science & Data Analysis,Xuhu Wan,,4.4,Gratis,"Kursus ini menggabungkan coding python dan konsep statistik dan menerapkannya ke dalam analisis data keuangan, seperti data saham. Pada akhir kursus, Anda dapat mencapai hal-hal berikut dengan menggunakan python: - Mengimpor, pra-pemrosesan, menyimpan, dan memvisualisasikan data keuangan ke dalam pandas Dataframe - Memanipulasi data keuangan yang ada dengan membuat variabel baru menggunakan beberapa kolom - Mengingat dan menerapkan konsep statistik penting (variabel acak, frekuensi, distribusi, populasi dan sampel, interval kepercayaan, regresi linier, dll.) ke dalam konteks keuangan. ) ke dalam konteks keuangan - Membangun model perdagangan menggunakan model regresi linier berganda - Mengevaluasi kinerja model perdagangan menggunakan indikator investasi yang berbeda Lingkungan Jupyter Notebook dikonfigurasikan dalam platform kursus untuk mempraktikkan pengkodean python tanpa menginstal aplikasi klien apa pun.","['Python for Data Analysis', 'Python 101 - For Data Analysis', 'Master Data Analysis with Python - Intro to Pandas', 'Basics of Numpy for Data Analysis & Data Science', 'Data Science, Machine Learning, Data Analysis, Python & R']"
62,Data Analytics for Lean Six Sigma,https://www.coursera.org/learn/data-analytics-for-lean-six-sigma,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/80/038610d81b11e6a0bee5b62e3fe516/IBIS-vogel.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Coursera,Data Science & Data Analysis,Inez Zwetsloot,,4.8,Gratis,"Dalam kursus ini Anda akan mempelajari teknik analisis data yang biasanya berguna dalam proyek peningkatan Lean Six Sigma. Pada akhir kursus ini, Anda dapat menganalisis dan menginterpretasikan data yang dikumpulkan dalam proyek semacam itu. Anda akan dapat menggunakan Minitab untuk menganalisis data. Saya juga akan menjelaskan secara singkat apa itu Lean Six Sigma. Saya akan menekankan pada penggunaan alat analisis data dan interpretasi hasilnya. Saya akan menggunakan banyak contoh berbeda dari proyek-proyek Lean Six Sigma yang sebenarnya untuk mengilustrasikan semua alat. Saya tidak akan membahas latar belakang matematika. ","['Basics of Plotly for Data Analysis & Data Science', 'Data Science Projects - Data Analysis & Machine Learning', 'Basics of Seaborn for Data Analysis & Data Science', 'Visualisasi Data untuk Analisis dan Analitik Data', 'UCI Data Preprocessing and Exploratory Data Analysis']"
63,Foundations of Data Science: K-Means Clustering in Python,https://www.coursera.org/learn/data-science-k-means-clustering-python,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e4/9969c017f011e9ab95e949bb9aab53/iStock-897683944---crop.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Coursera,Data Science & Data Analysis, Dr Matthew Yee-King ,,4.6,Gratis,"Organisasi di seluruh dunia menggunakan data untuk memprediksi perilaku dan mengekstrak wawasan dunia nyata yang berharga untuk mengambil keputusan. Mengelola dan menganalisis data besar telah menjadi bagian penting dari keuangan modern, ritel, pemasaran, ilmu sosial, pengembangan dan penelitian, kedokteran, dan pemerintahan. MOOC ini, yang dirancang oleh tim akademis dari Goldsmiths, University of London, akan dengan cepat memperkenalkan Anda pada konsep-konsep inti Ilmu Data untuk mempersiapkan Anda mengikuti kursus Ilmu Data tingkat menengah dan lanjutan. Kursus ini berfokus pada matematika dasar, statistik, dan keterampilan pemrograman yang diperlukan untuk tugas-tugas analisis data yang umum. ","['Basics of Numpy for Data Analysis & Data Science', 'Data Science, Machine Learning, Data Analysis, Python & R', 'Basics of Pandas for Data Analysis & Data Science', 'Basics of Seaborn for Data Analysis & Data Science', 'Basics of Matplotlib for Data Analysis & Data Science']"
64,From Excel to Power BI,https://www.coursera.org/learn/from-excel-to-power-bi,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/9c/5d691a51e041d0b1adb306b4398212/Course-Logo-14-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Coursera,Data Science & Data Analysis,Keith Gibson,,4.4,Gratis,"Kami akan membantu Anda membangun pengetahuan dan keterampilan Power BI yang mendasar, termasuk: - Mengimpor data dari Excel dan lokasi lain ke dalam Power BI. - Memahami lingkungan Power BI dan tiga Tampilannya. - Membangun keterampilan tingkat pemula hingga menengah untuk menavigasi produk Power BI. - Mengeksplorasi hubungan yang berpengaruh dalam kumpulan data. - Merancang visual dan laporan Power BI. - Membangun dasbor yang efektif untuk berbagi, mempresentasikan, dan berkolaborasi dengan rekan-rekan di Power BI Service. Untuk mengikuti kursus ini, Anda akan membutuhkan: - Pemahaman dasar tentang proses analisis data di Excel. - Setidaknya akun berlisensi Power BI gratis, termasuk: - Aplikasi desktop Power BI. - Power BI Online di Microsoft 365. Durasi kursus kurang lebih tiga jam. Pembelajaran dibagi menjadi lima modul, modul kelima merupakan penilaian kumulatif. Desain kurikulum mencakup pelajaran video, pembelajaran interaktif menggunakan video tutorial singkat, tutorial cara, dan kesempatan latihan menggunakan DATASET KOMPLIMENTER. Audiens yang dituju termasuk mahasiswa bisnis, pemilik usaha kecil, asisten administrasi, akuntan, manajer ritel, estimator, manajer proyek, analis bisnis, dan siapa pun yang cenderung membuat keputusan bisnis berdasarkan data. Bergabunglah bersama kami dalam perjalanan ini!","['Data Analysis with Excel and Power BI', 'Power BI: Dasbor untuk Pemula', 'Business Analytics with Excel: Elementary to Advanced', 'Pelatihan Esensial Power BI', 'Belajar Excel: Analisis Data']"
65,Population Health: Responsible Data Analysis,https://www.coursera.org/learn/responsible-data-analysis,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b7/b14a06c6334f04a8bd356482c7b829/Coursera-elements-DATA.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Coursera,Data Science & Data Analysis,Mar Rodriguez Girondo,,4.5,Gratis,"Di sebagian besar bidang kesehatan, data digunakan untuk membuat keputusan penting.  Sebagai manajer populasi kesehatan, Anda akan memiliki kesempatan untuk menggunakan data untuk menjawab pertanyaan-pertanyaan menarik. Dalam kursus ini, kita akan membahas analisis data dari perspektif yang bertanggung jawab, yang akan membantu Anda mengekstrak informasi yang berguna dari data dan memperluas pengetahuan Anda tentang aspek-aspek spesifik yang menarik dari populasi. ","['ChatGPT for Data Analysis', 'Data Analysis Fundamental', 'Basics of Plotly for Data Analysis & Data Science', 'Fundamentals Data Analysis & Decision Making Models - Theory', 'Clustering Analysis']"
66,Process Mining: Data Science in Action,https://www.coursera.org/learn/process-mining,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d7/68f1b0d03511e386f43790e29f1243/dreamstime_l_21055560.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,Coursera,Data Science & Data Analysis,Wil van der Aalst,,4.7,Gratis,Kursus ini dimulai dengan gambaran umum tentang pendekatan dan teknologi yang menggunakan data peristiwa untuk mendukung pengambilan keputusan dan desain ulang proses bisnis. Kemudian mata kuliah ini berfokus pada process mining sebagai jembatan antara data mining dan pemodelan proses bisnis. Mata kuliah ini berada pada tingkat pengenalan dengan berbagai tugas praktis. Mata kuliah ini mencakup tiga jenis utama dari process mining. Tipe pertama dari process mining adalah discovery. Teknik discovery mengambil sebuah event log dan menghasilkan sebuah model proses tanpa menggunakan informasi apriori.,"['Basics of Plotly for Data Analysis & Data Science', 'Basics of Seaborn for Data Analysis & Data Science', 'Dasar-Dasar Ilmu Data: Penggalian Data', 'Data Science Projects - Data Analysis & Machine Learning', 'Data Science, Machine Learning, Data Analysis, Python & R']"
67,Mempelajari Analitik Data: 1 Fondasi,https://www.linkedin.com/learning/mempelajari-analitik-data-1-fondasi,https://media.licdn.com/dms/image/C4E0DAQFGmlfFOyWc7g/learning-public-crop_144_256/0/1618937081114?e=1701788400&v=beta&t=Ujf7AogW2Qq99g29ggWRf-3c-EAtzHCaMdmRszfPWac,LinkedIn,Data Science & Data Analysis,Robin Hunt,,,Berbayar,"Apakah Anda berminat meniti karier di bidang analitik data? Dalam kursus ini, instruktur Robin Hunt mengajak Anda menyelami dunia seorang analis. Dia mendefinisikan dan menjelaskan konsep dasar, seperti cara memikirkan data, cara bekerja sama dengan orang lain dari berbagai peran untuk mendapatkan data yang diperlukan, serta alat yang Anda butuhkan untuk mengolah data, seperti Excel dan Microsoft Access. Dia juga memperkenalkan kueri SQL, Power BI, dan banyak lagi. Robin membahas sintaks dan menjelaskan cara menginterpretasi data yang ditemukan, mencari data yang dibutuhkan, dan membersihkan data untuk pengerjaan data yang efektif. Dia menjelaskan tata kelola data dan cara mengajukan pertanyaan yang tepat kepada berbagai macam departemen untuk mengumpulkan data yang Anda butuhkan. Robin lalu menunjukkan cara mengolah data, termasuk cara mengimpor data, mengerjakan file datar, seperti CSV, dan membuat rangkaian data untuk orang lain. Robin membahas pengertian pembersihan (cleaning) dan pemodelan (modeling), juga cara menggunakan Power Query di Excel. Dia juga menambahkan rangkaian tantangan/solusi di setiap bagian untuk membantu Anda mengevaluasi keahlian.","['Dasar-Dasar Ilmu Data: Penggalian Data', 'Basics of Plotly for Data Analysis & Data Science', 'Basics of Seaborn for Data Analysis & Data Science', 'Data Analysis Fundamental', 'ChatGPT for Data Analysis']"
68,Belajar Excel: Analisis Data,https://www.linkedin.com/learning/belajar-excel-analisis-data,https://media.licdn.com/dms/image/C4E0DAQFl3u7X-KGAYA/learning-public-crop_144_256/0/1568061171411?e=1701788400&v=beta&t=fayle9C7aZROcdlJJyDPgw5WJYiwQZUreSvOEFvtDME,LinkedIn,Data Science & Data Analysis,Curt Frye,,,Berbayar,"Microsoft Excel adalah alat penting untuk analisis data. Alat ini membantu perusahaan menilai situasi secara akurat dan membuat keputusan bisnis yang lebih baik. Kursus ini membantu mengungkap kekuatan data organisasi Anda menggunakan analisis data dan alat visualisasi yang ada di Excel. Curt Frye, seorang penulis, mengawali kursus ini dengan konsep dasar, termasuk perhitungan dasar, seperti mean, median, dan standar deviasi, serta memberikan pengantar teorema limit pusat. Dia kemudian menunjukkan cara memvisualisasikan data, hubungan, dan hasil pada masa mendatang dengan histogram, grafik, dan bagan Excel. Dia juga membahas pengujian hipotesis, pemodelan distribusi data yang berbeda, serta menghitung kovarian dan korelasi antara kumpulan data. Pada akhir kursus, dia akan meninjau proses penghitungan probabilitas Bayesian di Excel. Setiap bab dilengkapi contoh-contoh praktis yang menunjukkan cara teknik-teknik tersebut diterapkan pada masalah bisnis dunia nyata.","['Data Analysis with Excel and Power BI', 'Business Analytics with Excel: Elementary to Advanced', 'ChatGPT for Data Analysis', 'Basics of Plotly for Data Analysis & Data Science', 'Basics of Seaborn for Data Analysis & Data Science']"
69,Pelatihan Penting Tableau,https://www.linkedin.com/learning/pelatihan-penting-tableau,https://media.licdn.com/dms/image/C560DAQGyX6A8TzUsvA/learning-public-crop_144_256/0/1622837455576?e=1701788400&v=beta&t=0uO72EvkA69kzQUV3auWq1Glxs2sv6mr5aeQed86Mfs,LinkedIn,Data Science & Data Analysis,Curt Frye,,,Berbayar,"Tableau adalah alat analitik dan visualisasi data yang kuat dan serbaguna yang banyak dianggap sangat diperlukan untuk pekerjaan ilmu data. Antarmuka seret dan lepas memudahkan pengguna untuk mengurutkan, membandingkan, dan menganalisis data dari berbagai sumber, termasuk Excel, SQL Server, dan repositori data berbasis cloud. Dalam kursus ini, pelajari cara menganalisis dan menampilkan data menggunakan Tableau 2021—dan membuat keputusan yang lebih baik dan berbasis data untuk perusahaan Anda. Instruktur Curt Frye menunjukkan cara menginstal Tableau, menghubungkan ke sumber data, dan mengurutkan serta memfilter data Anda. Curt menggunakan contoh dunia nyata untuk menunjukkan cara membuat dan memanipulasi visualisasi data—termasuk tabel sorotan, bagan, plot sebar, histogram, peta, dan dasbor—dan menunjukkan cara membagikan visualisasi Anda.","['Table Reshaping', 'Leading With EffectiveCommunication (InclusiveLeadership Training)', 'Basic of Data Visualization', 'Data Visualization Practice', 'Pelatihan Esensial Power BI']"
70,Dasar-Dasar Ilmu Data: Penggalian Data,https://www.linkedin.com/learning/dasar-dasar-ilmu-data-penggalian-data,https://media.licdn.com/dms/image/C4E0DAQHPZCvrolax6w/learning-public-crop_144_256/0/1568669727967?e=1701788400&v=beta&t=Vprug_2MhhU_N4ZdtHzGauO6wszdneSCbqVHyMc2AaE,LinkedIn,Data Science & Data Analysis,Barton Poulson,,,Berbayar,"Semua ilmu data dimulai dengan data yang baik. Penggalian data adalah kerangka kerja untuk mengumpulkan, mencari, dan menyaring data mentah secara sistematis, memastikan Anda memiliki data bersih dari awal. Itu juga membantu membagi set data yang besar, dan mendapatkan informasi yang paling bermakna dan berharga. Kursus ini, Dasar-Dasar Ilmu Data: Penggalian Data; didesain untuk menyediakan titik masuk yang solid ke semua alat, teknik, dan pemikiran taktis di balik penggalian data.

Barton Poulson membahas sumber dan jenis data, bahasa dan perangkat lunak yang digunakan dalam penggalian data (termasuk R dan Python), dan pelajaran berbasis tugas spesifik yang membantu Anda mempraktikkan teknik-teknik penggalian data yang paling umum: penggalian teks, pengklasteran data, analisis asosiasi, dan lainnya. Kursus ini adalah kebutuhan absolut untuk mereka yang tertarik bergabung dengan tenaga kerja ilmu data, dan mereka yang perlu mendapatkan lebih banyak pengalaman dalam penggalian data.","['Basics of Plotly for Data Analysis & Data Science', 'Basics of Seaborn for Data Analysis & Data Science', 'Data Science Projects - Data Analysis & Machine Learning', 'Basics of Matplotlib for Data Analysis & Data Science', 'Basics of Pandas for Data Analysis & Data Science']"
71,Pelatihan Esensial Power BI,https://www.linkedin.com/learning/pelatihan-esensial-power-bi,https://media.licdn.com/dms/image/C4E0DAQF6hpUZw33tHA/learning-public-crop_144_256/0/1647638602513?e=1701788400&v=beta&t=8MM81w9DmT2Tajl5WMDLV1aO-3qiEQOdfVHWrEcKc08,LinkedIn,Data Science & Data Analysis,Gini von Courter,,,Berbayar,"Temukan cara cepat memperoleh wawasan dari data Anda menggunakan Power BI. Serangkaian alat analitik bisnis yang hebat ini, yang meliputi layanan Power BI, Power BI Desktop, dan Power BI Mobile, dapat membantu Anda menciptakan dan membagikan visualisasi yang berdampak secara lebih efektif kepada orang lain di perusahaan Anda. Dalam kursus ini, Gini von Courter siap membantu Anda memulai perjalanan dengan rangkaian alat canggih ini. Gini mengawali kursus dengan membahas layanan Power BI berbasis web. Dia menjelaskan cara mengimpor data, menciptakan visualisasi, dan menyusun visualisasi tersebut ke dalam laporan. Dia lalu menjelaskan cara menyematkan visualisasi ke dasbor untuk dibagikan, juga cara mengajukan pertanyaan tentang data Anda menggunakan fitur Tanya Jawab (Q""A) Power BI. Dia juga membahas Power BI Mobile dan menunjukkan cara menggunakan kemampuan pemodelan data di Power BI Desktop.","['Power BI: Dasbor untuk Pemula', 'From Excel to Power BI', 'Pelatihan Penting Tableau', 'Becoming a SuccessfulLeader (InclusiveLeadership Training)', 'Leading With EffectiveCommunication (InclusiveLeadership Training)']"
72,Visualisasi Data untuk Analisis dan Analitik Data,https://www.linkedin.com/learning/visualisasi-data-untuk-analisis-dan-analitik-data,https://media.licdn.com/dms/image/C4E0DAQG5K1WWu-KCqA/learning-public-crop_144_256/0/1591980851233?e=1701788400&v=beta&t=LS1xuW1N5wkpiYFcQPjAwzq8EFxdtvMy7XA4tL1Q7Mk,LinkedIn,Data Science & Data Analysis,Bill Shander,,,Berbayar,"Sebagai analis data, Anda mungkin sudah tahu cara mengembangkan visualisasi dan menggunakan alat-alat, seperti Excel dan Tableau. Kursus ini akan menantang Anda untuk menjelajah melampaui data, melampaui perangkat lunak, dan mulai berpikir secara lebih jelas dan strategis mengenai dasar-dasar dari desain komunikasi yang unggul. Bill Shander, pendiri Beehive Media, berfokus pada tantangan utama yang sering kali dihadapi oleh analis ketika mencoba mengomunikasikan informasi yang kompleks. Ia juga menjelaskan manfaat komunikasi visual. Ia menguraikan sepuluh komponen utama dari visualisasi data yang baik, yang dibangun di dalam program apa pun, dan menunjukkan beragam cara inovatif untuk menyusun kembali slide, bagan, diagram, dan dasbor yang Anda gunakan setiap harinya.","['ChatGPT for Data Analysis', 'Basics of Plotly for Data Analysis & Data Science', 'UCI Data Preprocessing and Exploratory Data Analysis', 'Basics of Seaborn for Data Analysis & Data Science', 'Basics of Matplotlib for Data Analysis & Data Science']"
73,Kepemimpinan Proyek,https://www.linkedin.com/learning/kepemimpinan-proyek,https://media.licdn.com/dms/image/C4E0DAQHZZzpsTAvxQA/learning-public-crop_144_256/0/1598996975803?e=1701788400&v=beta&t=XbEKDnpUh2LQrIrnKSiTLCGayFlr3Ovu3qs6dMBJ1Ck,LinkedIn,Data Science & Data Analysis,Cyndi Snyder Dionisio,,,Berbayar,"Keahlian teknis memang sangat penting bagi siapa pun yang bergelut dalam manajemen proyek. Namun, kepemimpinan yang efektiflah yang mampu mengubah manajer proyek yang baik menjadi luar biasa. Dalam kursus ini, instruktur Cyndi Snyder Dionisio siap membahas berbagai aspek kepemimpinan proyek. Pelajari cara memimpin proyek secara lebih efektif dengan menetapkan visi proyek tingkat tinggi, memotivasi dan mengembangkan tim, serta menerapkan kecerdasan emosional sembari menjalankan proyek. Cyndi juga membahas ciri-ciri umum tim berkinerja tinggi, serta tindakan dan perilaku yang Anda bisa terapkan untuk membantu tim mencapai kinerja yang optimal.","['Leaders of Learning', 'Becoming an EffectiveLeader', 'Project: Clustering Model', 'Project: Prediction Model', 'Comunicación efectivapara el líder actual']"
74,Tips dan Trik Visualisasi Data,https://www.linkedin.com/learning/tips-dan-trik-visualisasi-data,https://media.licdn.com/dms/image/C4E0DAQHfKVMni3_PIA/learning-public-crop_144_256/0/1632179578954?e=1701788400&v=beta&t=q64iMYzqn0NFopDAifxTQo3zRQDWmDzVHKanaYnfnbQ,LinkedIn,Data Science & Data Analysis,Matt Francis,,,Berbayar,"Tips dan Trik Visualisasi Data adalah serangkaian pelajaran yang berdiri sendiri tentang pelaksanaan visualisasi data dengan tepat, setiap saat. Disajikan oleh pakar visualisasi data pemenang penghargaan (dan Master Sen yang ditunjuk Tableau) Matt Francis, kursus agnostik perangkat lunak ini didesain untuk ilmuwan data berpengalaman dan spesialis analitik serta berfungsi sebagai bank pengetahuan dan praktik terbaik yang harus dimiliki. Pelajari cara memilih visualisasi yang tepat untuk data Anda, dan jawab 5 pertanyaan utama yang harus Anda ajukan kepada diri sendiri di awal setiap proyek. Topik mencakup memahami hubungan antara set data, membuat perbandingan, membuat bagan hubungan, memvisualisasi distribusi data, membuat peta, dan—yang paling berharga—mengetahui kapan saatnya menggunakan jenis grafik dan bagan yang mana. Matt juga mengajarkan cara memahami apa yang orang lain lakukan dengan visualisasi mereka sendiri, mengajukan pertanyaan yang bijak, dan melihat dengan mata kritis atas kerja orang lain.","['Data Visualization Practice', 'Data Visualization Plotly', 'Basic of Data Visualization', 'Data Visualization', 'Data Visualization Seaborn']"
75,Power BI: Dasbor untuk Pemula,https://www.linkedin.com/learning/power-bi-dasbor-untuk-pemula,https://media.licdn.com/dms/image/C4D0DAQGDfCtk-62CAA/learning-public-crop_144_256/0/1600119167881?e=1701788400&v=beta&t=0gkh22OlvWTYz8APOaz3tVcrLQVZKa7ifbg4cL2LDbY,LinkedIn,Data Science & Data Analysis,Joshua Rischin,,,Berbayar,"Dapatkan panduan pemula singkat dan sederhana untuk Power BI. Dalam kursus singkat ini, Joshua Rischin membongkar proses membangun dasbor di Power BI, alat analitik bisnis dan visualisasi data canggih dari Microsoft. Joshua memulai kursus dengan pengenalan singkat mengenai cara kerja dasbor Power BI, termasuk komponen-komponen yang membentuk dasbor. Selanjutnya, ia menunjukkan cara memilih data yang tepat dan menghubungkannya ke dasbor. Anda kemudian bisa mempelajari cara mempersiapkan dan menyesuaikan layout dasbor, memilih dan mengonfigurasi jenis bagan, menerapkan filter dasbor, dan meningkatkan dasbor dengan sejumlah cara yang bermanfaat. Pelajaran ini memberi kemudahan, bahkan bagi para pengguna pemula, untuk mengubah data mentah menjadi cerita kuat yang dapat membantu menghasilkan keputusan bisnis yang lebih baik.","['Pelatihan Esensial Power BI', 'From Excel to Power BI', 'Data Analysis with Excel and Power BI', 'Finding the Brand Benefit', ""Graphic Design for Entrepreneurs...Who Can't Draw""]"
76,Mempresentasikan Data Secara Efektif untuk Memberi Informasi dan Menginspirasi,https://www.linkedin.com/learning/mempresentasikan-data-secara-efektif-untuk-memberi-informasi-dan-menginspirasi,https://media.licdn.com/dms/image/C560DAQElSPcJOyxlQw/learning-public-crop_144_256/0/1636134985589?e=1701788400&v=beta&t=vu9zbozhbU7bHWaaZNzHJlMOyZk-mOB5oBZ9Qr1qLDw,LinkedIn,Data Science & Data Analysis,Bill Shander,,,Berbayar,"Kita semua berurusan dengan data, dan pada titik tertentu, kita semua harus dapat mempresentasikannya secara efektif kepada orang lain. Tapi bagaimana Anda bisa benar-benar memberi dampak? Bagaimana Anda dapat memastikan bahwa Anda menyampaikan informasi yang paling penting, dan bahwa Anda akan menginspirasi audiens untuk bertindak? Dalam kursus ini, instruktur Bill Shander menjelaskan cara merencanakan presentasi data: menemukan cerita dalam data Anda, berfokus pada ""jadi apa"", mendefinisikan dan menjangkau audiens Anda, menggunakan visual paling efektif, mengedit presentasi Anda, dan mempresentasikan data Anda ke audiens. Bill membahas berbagai hal secara menyeluruh, mulai dari konsep hingga pelaksanaan, bahkan termasuk beberapa pelatihan keterampilan presentasi.","['Statistics and data literacy for non-statisticians', 'Tips dan Trik Visualisasi Data', 'Visualisasi Data untuk Analisis dan Analitik Data', 'Skills and Tools in Data Analysis', 'Data Visualization Practice']"
77,Data Analysis Fundamental,https://myskill.id/course/data-analysis-fundamental,https://image.myskill.id/elearning-poster/b3n6kJDTM0npV15pYsSV/thumbnail.png,Myskill,Data Science & Data Analysis,Rizki Teguh Kurniawan,,4.65,Berbayar,"Data analysis menjadi primadona di masa kini, menjadi salah satu profesi yang sangat di cari oleh banyak perusahaan. Namun, sebelum melangkah lebih jauh, kamu akan mempelajari hal-hal fundamental tentang data analysis di materi pertama ini seperti Business Intelligence Analyst, Research Data Analyst, dan Marketing Data Analyst. Kamu akan lebih siap memasuki dunia data analyst ketika kamu selesai mempelajari materi ini.","['ChatGPT for Data Analysis', 'Basics of Plotly for Data Analysis & Data Science', 'Basics of Seaborn for Data Analysis & Data Science', 'Dasar-Dasar Ilmu Data: Penggalian Data', 'Clustering Analysis']"
78,Skills and Tools in Data Analysis,https://myskill.id/course/skill-tools-data-analysis,https://image.myskill.id/elearning-poster/66lBSnjpjR97vWCe8rza/thumbnail.png,Myskill,Data Science & Data Analysis,Anugrah Rusdianto ,,4.46,Berbayar,"Pada materi kali ini kamu akan mempelajari lebih lanjut mengenai hal-hal mendasar lainnya terkait data analysis. Kamu akan mempelajari hal seperti understanding Business Problems, data cleaning and preparation, dan exploratory data analysis & tools. Kamu akan semakin siap untuk mempelajari lebih dalam mengenai data analyst setelah mempelajari video ini.","['Belajar Excel: Analisis Data', 'Visualisasi Data untuk Analisis dan Analitik Data', 'Basics of Plotly for Data Analysis & Data Science', 'Basics of Seaborn for Data Analysis & Data Science', 'UCI Data Preprocessing and Exploratory Data Analysis']"
