id,created_at,title,link,organizer,category,instructor,level,rating,fee,description,image
294,2023-12-16 16:47:23.175286+00,String in Python,https://myskill.id/course/string-in-python,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.53,Berbayar,"Materi ini berfokus pada pengenalan String dalam python. Selain itu, akan dipaparkan pula mengenai akses karakter dalam string, delete dan update string, serta escape sequence dalam python. Di akhir sesi akan dijelaskan mengenai formatting string.",https://image.myskill.id/elearning-poster/LYvMv1ED8SA9qxThpyhl/thumbnail.png
295,2023-12-16 16:47:23.175286+00,Study Case : Finance,https://myskill.id/course/study-case-finance,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.55,Berbayar,"Pada video ini akan dibahas mengenai analisis finansial dari stock price movement. Akan dibahas secara detail dan praktikal pula mengenai general statistics, general variation dalam stock price, day-to-day daily percentage, dan trend analysis. Selain itu, dijabarkan pula mengenai daily return and volume, joint plot, dan volality analysis.",https://image.myskill.id/elearning-poster/OwAtIqj1rAEPBYb0rj6U/thumbnail.png
296,2023-12-16 16:47:23.175286+00,Subquery and Common Table Expression,https://myskill.id/course/subquery-common-table-expression,Myskill,Data Science & Data Analysis,Kevin Adinata,,4.17,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada Fungsi subquery dan CTE. Nantinya kamu juga akan belajar mengenai pengenalan dasar mengenai CTE, subquery dan akan ada sesi demonstrasi di akhir sesi!",https://image.myskill.id/elearning-poster/o8G33YUHKC3HLVwBXQmO/thumbnail.png
297,2023-12-16 16:47:23.175286+00,Table Creating and Manipulation,https://myskill.id/course/table-creating-and-manipulation,Myskill,Data Science & Data Analysis,Rizki Basuki,,4.56,Berbayar,"Melalui video ini, kamu akan belajar mengenai SQL khususnya pada bagaimana cara membuat dan manipulasi tabel. Nantinya kamu juga akan belajar mengenai tabel dan tipe data, membuat dan menyimpan data di database serta akan ada ada sesi demontrasi di akhir sesi!",https://image.myskill.id/elearning-poster/SSBiZBk2FXzq1gJwuzfg/thumbnail.png
298,2023-12-16 16:47:23.175286+00,Table Reshaping,https://myskill.id/course/table-reshaping,Myskill,Data Science & Data Analysis,Nouval Habiebie,,4.58,Berbayar,"Pada kali ini kita akan belajar mengenai table reshaping meliputi table format, transpose dan cross tabulation, serta pivoting dan melting",https://image.myskill.id/elearning-poster/n2CJO4cSmQJxQfV21IYs/thumbnail.png
299,2023-12-16 16:47:23.175286+00,Target Market Mapping,https://myskill.id/course/target-market-mapping,Myskill,Digital Marketing,Azka Zakiyyatuddin,"Beginner ",4.68,Berbayar,"Dalam suatu bisnis, 'consumer is the hero'. Maka dari itu, materi ini akan menjelaskan mengenai audience segmentation, behaviour, dan pain point agar marketer dapat membangun target market yang sesuai.",https://image.myskill.id/elearning-poster/GHB4Yql3l40jclcYU4NA/thumbnail.png
300,2023-12-16 16:47:23.175286+00,Teamwork & Collaboration,https://www.edx.org/learn/teamwork/rochester-institute-of-technology-teamwork-collaboration,Rochester Institute of Technology,Communication,,Introductory,,,"Leadership, Business Communication, Problem Solving, Decision Making, Consensus Decision-Making, Collaboration, Teamwork, Team Motivation",https://prod-discovery.edx-cdn.org/media/course/image/ec15bd20-bfcd-4e88-8c2b-fbf770e8a38c-74dc2ae2acd1.small.jpeg
301,2023-12-16 16:47:23.175286+00,Text Analysis,https://myskill.id/course/text-analysis,Myskill,Data Science & Data Analysis,"Anugrah Rusdianto ",,4.39,Berbayar,"Dalam mengolah data seringkali kamu jumpai kebutuhan analisis teks seperti keperluan memfilter data. Dalam materi ini kamu akan membahas pengertian dang fungsi text analysis, metode text analysis fuzzyz wuzzy beserta contohnya",https://image.myskill.id/elearning-poster/clvzn1BKooPhGbFQc4cr/thumbnail.png
302,2023-12-16 16:47:23.175286+00,The A-Z Digital Marketing Course - Everything Under 30min!,https://www.udemy.com/course/digital-marketing-course-by-digital-label/,Udemy,Digital Marketing,Bogdan Butulija,"Beginner ",4.1,Gratis,"Introduction to Digital Marketing - Definition and scope of digital marketing, Importance of digital marketing for businessesWhat is SEO and why it is important - Keyword research and on-page optimization, Off-page optimization and link buildingPay-Per-Click Advertising (PPC) - Introduction to PPC and different platforms (e.g. Google Ads), Setting up a PPC campaign, Keyword research and ad copywritingSocial Media Marketing - Introduction to social media marketing and different platforms, Setting up and optimizing business profiles on social mediaContent Marketing - Definition and importance of content marketing, Types of content and their role in the marketing funnelEmail Marketing - Introduction to email marketing and best practices, Building and segmenting an email list, Crafting effective email campaignsMobile Marketing - Introduction to mobile marketing and its importance, Mobile-friendly websites and apps, SMS and push notificationsOnline Reputation Management - Importance of managing online reputation, Monitoring and responding to online reviews and ratingsAdvanced Digital Marketing Strategies - Influencer marketing, Affiliate marketing, Retargeting and personalizationVideo Marketing - Best form of videos for marketing, Which type of content to useTop Social Media Platforms for Advertisements - Types of ads available (sponsored posts, sponsored events, targeted ads)",https://img-c.udemycdn.com/course/240x135/5064058_5aea_2.jpg
303,2023-12-16 16:47:23.175286+00,The Craft of Storytelling,https://www.edx.org/learn/storytelling/university-of-alaska-fairbanks-the-craft-of-storytelling,University of Alaska Fairbanks,Communication,,Introductory,,,"Communications, Quick Learning, Storytelling, Podcasting, Creative Writing, Public Speaking, Social Media, Documentary Films",https://prod-discovery.edx-cdn.org/media/course/image/38040d47-4cf1-4098-b389-2743638268be-26e7b271f867.small.png
304,2023-12-16 16:47:23.175286+00,The Language of Design: Form and Meaning,https://www.coursera.org/learn/design-language,Coursera,Graphic Design,Yasmin Khan Gibson,,4.6,Gratis,"Dalam kursus ini, kritik didefinisikan sebagai analisis objektif yang mendetail dan objektif terhadap sebuah karya desain grafis dan keefektifannya. Kritik adalah bagian integral dari proses pembuatan desain bagi para desainer: bukan hanya bagaimana kita menentukan apakah sebuah karya desain berhasil atau tidak, tetapi juga bagaimana kita memajukan pekerjaan kita. Kritik juga merupakan tempat di mana suara dan pendapat lain dapat dibawa ke dalam proses desain.",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/32/700764fda84577a399a363e0825bd8/language_logo_26.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
305,2023-12-16 16:47:23.175286+00,The Strategy of Content Marketing,https://www.coursera.org/learn/content-marketing,Coursera,Digital Marketing,Sonia Simone,"Beginner ",4.5,Gratis,"Kursus ini adalah kemitraan antara otoritas pemasaran konten terkemuka, Copyblogger, dan Pendidikan Berkelanjutan dan Profesional UC Davis. Dalam kursus ini, Anda akan mempelajari strategi inti yang digunakan oleh pemasar konten untuk memperoleh dan mempertahankan pelanggan secara menguntungkan. Secara khusus, Anda akan belajar cara mengembangkan, mengatur, dan menerapkan strategi pemasaran konten, menganalisis dan mengukur efektivitas pemasaran konten, menulis salinan yang menarik, menggunakan kerangka kerja strategis saat menulis, dan membangun merek dan otoritas profesional Anda melalui pemasaran konten. Anda juga akan belajar bagaimana menerapkan ide-ide yang disajikan kepada Anda ke dalam tindakan dan membangun merek pribadi Anda sendiri melalui pemasaran konten.",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/40/8dbf10ac1911e68f5119007c0cf554/GettyImages-547015901-Thumbnail.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
306,2023-12-16 16:47:23.175286+00,The Ultimate Canva Course For Beginners: Graphic Design,https://www.udemy.com/course/the-ultimate-canva-course-for-beginners-graphic-design/,Udemy,Graphic Design,Karin Patya,,4.2,Gratis,"How to start using CanvaBeginner designer on CanvaGraphic DesignCreate social media designs, presentation, invitation and more",https://img-b.udemycdn.com/course/240x135/5617164_aae6.jpg
307,2023-12-16 16:47:23.175286+00,Tips dan Trik Visualisasi Data,https://www.linkedin.com/learning/tips-dan-trik-visualisasi-data,LinkedIn,Data Science & Data Analysis,Matt Francis,,,Berbayar,"Tips dan Trik Visualisasi Data adalah serangkaian pelajaran yang berdiri sendiri tentang pelaksanaan visualisasi data dengan tepat, setiap saat. Disajikan oleh pakar visualisasi data pemenang penghargaan (dan Master Sen yang ditunjuk Tableau) Matt Francis, kursus agnostik perangkat lunak ini didesain untuk ilmuwan data berpengalaman dan spesialis analitik serta berfungsi sebagai bank pengetahuan dan praktik terbaik yang harus dimiliki. Pelajari cara memilih visualisasi yang tepat untuk data Anda, dan jawab 5 pertanyaan utama yang harus Anda ajukan kepada diri sendiri di awal setiap proyek. Topik mencakup memahami hubungan antara set data, membuat perbandingan, membuat bagan hubungan, memvisualisasi distribusi data, membuat peta, dan—yang paling berharga—mengetahui kapan saatnya menggunakan jenis grafik dan bagan yang mana. Matt juga mengajarkan cara memahami apa yang orang lain lakukan dengan visualisasi mereka sendiri, mengajukan pertanyaan yang bijak, dan melihat dengan mata kritis atas kerja orang lain.",https://media.licdn.com/dms/image/C4E0DAQHfKVMni3_PIA/learning-public-crop_144_256/0/1632179578954?e=1701788400&v=beta&t=q64iMYzqn0NFopDAifxTQo3zRQDWmDzVHKanaYnfnbQ
308,2023-12-16 16:47:23.175286+00,TOEFL® Test Preparation:The Insider’s Guide,https://www.edx.org/learn/test-prep/educational-testing-service-toefl-r-test-preparation-the-insiders-guide,Educational Testing Service,Communication,,Introductory,,,"Artificial Intelligence, English Language, Test Of English As A Foreign Language (TOEFL), Planning",https://prod-discovery.edx-cdn.org/media/course/image/ee4f4f12-e6ec-45ac-94df-b90b4b022903-aaf6257f767b.small.jpeg
309,2023-12-16 16:47:23.175286+00,Transaction Classification of Fraud and Non Fraud,https://myskill.id/course/transaction-classification-of-fraud-and-non-fraud,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.48,Berbayar,"Pada video ini akan dibahas mengenai exploratory data analysis. Selain itu, akan dijelaskan pula mengenai splitting dan model building serta evaluation model. Tiap subbab memiliki praktik masing-masing.",https://image.myskill.id/elearning-poster/68U57hEBEyh3PhjUuyki/thumbnail.png
310,2023-12-16 16:47:23.175286+00,Typography,https://myskill.id/course/typography,Myskill,Graphic Design,Nanda Bachrus Soleh,,4.7,Berbayar,"Seperti yang sudah kita pahami di materi sebelumnya, typography adalah tata huruf yang dapat memengaruhi persepsi pembaca. Di materi ini, kita akan kembali belajar mengenai dasar-dasar typography serta istilah-istilah yang lebih kompleks dan komprehensif. Setelah menyelesaikan materi ini, kita juga akan mendapatkan tips untuk menerapkan typography yang efektif dan efisien.",https://image.myskill.id/elearning-poster/NBCziY2T1yGbvrsNzteU/thumbnail.png
311,2023-12-16 16:47:23.175286+00,UCI Data Preprocessing and Exploratory Data Analysis,https://www.udemy.com/course/uci-data-preprocessing-and-exploratory-data-analysis/,Udemy,Data Science & Data Analysis,Akhil Vydyula,,5.0,Gratis,"To create a powerful business vision that will motivate you to succeed.Setup and configuration of GitHub Copilot with popular programming languagesTo find solutions for any potential obstacles and threats that can keep you from succeedingYou will understand how to evaluate Bard’s responses and check them for accuracy, quality, and relevance using Google Search or other sources",https://img-c.udemycdn.com/course/240x135/5585718_0c44.jpg
312,2023-12-16 16:47:23.175286+00,Understanding Clinical Research: Behind the Statistics,https://www.coursera.org/learn/clinical-research,Coursera,Data Science & Data Analysis,Juan H Klopper,,4.8,Gratis,"Jika Anda hanya tertarik untuk memahami literatur yang diterbitkan dengan benar atau jika Anda memulai melakukan penelitian sendiri, kursus ini adalah langkah pertama Anda. Kursus ini menawarkan jalan masuk yang mudah untuk menafsirkan konsep-konsep statistik yang umum tanpa harus masuk ke dalam rumus-rumus matematika yang rumit. Mampu menafsirkan dan memahami konsep-konsep ini adalah cara terbaik untuk memulai perjalanan Anda ke dunia literatur klinis. Di situlah kursus ini hadir - jadi mari kita mulai! Kursus ini gratis untuk didaftarkan dan diambil. Anda akan ditawari pilihan untuk membeli sertifikat kelulusan yang dapat Anda peroleh, jika Anda berhasil menyelesaikan persyaratan kursus. Ini bisa menjadi cara yang sangat baik untuk tetap termotivasi! Bantuan keuangan juga tersedia.",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/07/5a36a04cc111e586af01effc971b23/course-image-resized.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
313,2023-12-16 16:47:23.175286+00,Understanding the TOEFLEssentials Test,https://www.edx.org/learn/test-prep/educational-testing-service-understanding-the-toefl-essentials-test,Educational Testing Service,Communication,,Introductory,,,"Writing, Research, English Language, Test Of English As A Foreign Language (TOEFL)",https://prod-discovery.edx-cdn.org/media/course/image/86327b04-f5d2-4a09-ab96-2e0278a7a493-fa64321755bb.small.jpeg
314,2023-12-16 16:47:23.175286+00,Unlocking Investment andFinance in EmergingMarkets and Developing…,https://www.edx.org/learn/finance/world-bank-group-unlocking-investment-and-finance-in-emerging-markets-and-developing-economies-emdes,World Bank Group,Economics & Finance,,Introductory,,,"Investments, Sustainable Development, Institutional Investing, Finance",https://prod-discovery.edx-cdn.org/media/course/image/95f61afe-f3d7-4782-8210-618e9080bada-193ed45f47d8.jpg
315,2023-12-16 16:47:23.175286+00,Upper-IntermediateEnglish: Business andGlobalization,https://www.edx.org/learn/english/universitat-politecnica-de-valencia-upper-intermediate-english-business-and-globalization,Universitat Politècnica de València,Language,,Intermediate,,,"Reading Comprehension, English Language, Grammar, Listening Skills, Vocabulary",https://prod-discovery.edx-cdn.org/media/course/image/5e730135-3d10-465b-99da-ad52c8d43df9-af45f425aea8.small.jpg
316,2023-12-16 16:47:23.175286+00,Upper-IntermediateEnglish: Business andIndustry,https://www.edx.org/learn/english/universitat-politecnica-de-valencia-upper-intermediate-english-business-and-industry,Universitat Politècnica de València,Language,,Intermediate,,,"Reading Comprehension, Radio Broadcasting, Industrial Design, Listening Skills, Vocabulary, English Language, Grammar",https://prod-discovery.edx-cdn.org/media/course/image/01f5d0c5-b9e5-41ff-a0ff-e3067d1e75d1-4c1313303735.small.jpg
317,2023-12-16 16:47:23.175286+00,Upper-IntermediateEnglish: Business andTechnology,https://www.edx.org/learn/english/universitat-politecnica-de-valencia-upper-intermediate-english-business-and-technology,Universitat Politècnica de València,Language,,Intermediate,,,"Reading Comprehension, English Language, Grammar, Listening Skills, Vocabulary",https://prod-discovery.edx-cdn.org/media/course/image/b779ada8-5a68-45ba-abc8-12d3793cc417-fc5817bb73a5.small.jpg
